,budget,genres,id,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average
1922,0,"['war', 'drama', 'history']",10655,en,Gettysburg,"Summer 1863. The Confederacy pushes north into Pennsylvania. Union divisions converge to face them. The two great armies clash at Gettysburg, site of a theology school. For three days, through such legendary actions as Little Round Top and Pickett's Charge, the fate of ""one nation, indivisible"" hangs in the balance.",5.529035,"['tristar_television', 'esparza_/_katz_productions']",['us'],1993-10-08,25000000,254.0,['en'],Gettysburg,6.6
1923,25000000,"['drama', 'war']",8988,en,Stop-Loss,"A veteran soldier returns from his completed tour of duty in Iraq, only to find his life turned upside down when he is arbitrarily ordered to return to field duty by the Army.",4.002579,"['paramount_pictures', 'scott_rudin_productions', 'mtv_films', 'peirce_pictures']",['us'],2008-03-28,11207130,113.0,['en'],Stop-Loss,6.1
1924,25000000,"['drama', 'mystery', 'thriller']",15992,en,Abandon,"A psychological thriller about a senior at one of America's most prestigious universities. Under enormous pressure to complete her thesis and earn a top job at one of the world's most competitive consulting firms, Katie is still coping with the sudden unexplained disappearance of her first love two years prior. As the investigation continues, Katie is forced to choose between past passions and new possibilities, even as new facts are uncovered.",3.888776,"['paramount_pictures', 'spyglass_entertainment', 'touchstone_pictures']","['au', 'us']",2002-10-14,10719357,99.0,"['it', 'en']",Abandon,4.6
1925,25000000,"['drama', 'thriller']",17707,en,Brokedown Palace,"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.",7.296459,"['twentieth_century_fox_film_corporation', 'fox_2000_pictures', 'adam_fields_productions', 'two_girls_productions']",['us'],1999-08-13,13000000,100.0,"['en', 'th']",Brokedown Palace,6.2
1926,14000000,"['horror', 'thriller']",77883,en,The Possession,"A young girl buys an antique box at a yard sale, unaware that inside the collectible lives a malicious ancient spirit. The girl's father teams with his ex-wife to find a way to end the curse upon their child.",21.680424,"['ghost_house_pictures', 'north_box_productions']","['us', 'ca']",2012-08-30,85446075,92.0,['en'],The Possession,5.8
1927,25000000,"['comedy', 'romance', 'drama']",40001,en,Mrs. Winterbourne,"Connie Doyle is eighteen and pregnant her boyfriend has kicked her out. She accidentaly ends up on a train where she meets Hugh Winterbourne and his wife Patricia who is pregnant. The train wrecks and she wakes up in the hosptial to find out that it's been assumed that she's Patricia. Hugh's mother takes her in and she falls in love with Hugh's brother Bill. Just when she thinks everything is going her way, her ex-boyfriend shows up.",7.946769,['tristar_pictures'],['us'],1996-04-19,10070000,105.0,['en'],Mrs. Winterbourne,5.3
1928,25000000,"['drama', 'thriller']",64639,en,Straw Dogs,"L.A. screenwriter David Sumner relocates with his wife, Amy, to her hometown in the deep South. There, while tensions build between them, a brewing conflict with locals becomes a threat to them both.",7.473455,['battleplan_productions'],['us'],2011-09-16,10324441,110.0,['en'],Straw Dogs,5.5
1929,25000000,"['comedy', 'drama']",9903,en,The Hoax,"In what would cause a fantastic media frenzy, Clifford Irving sells his bogus biography of Howard Hughes to a premiere publishing house in the early 1970s.",5.073536,"['miramax_films', 'the_mark_gordon_company', 'yari_film_group', 'bob_yari_productions']",['us'],2006-10-14,11772461,116.0,['en'],The Hoax,6.4
1930,0,"['action', 'crime', 'thriller']",21338,en,Stone Cold,"Joe Huff (Brian Bosworth) is a tough, loner cop with a flair for infiltrating dangerous biker gangs. The FBI blackmail Joe into an undercover operation that entails infiltrating ""The Brotherhood"" - a powerful Mississippi biker gang linked in the murder of government officials as well as dealing drugs with the mafia.",3.623002,"['stone_group_pictures', 'vision_international']",['us'],1991-05-17,0,92.0,['en'],Stone Cold,5.7
1931,32000000,"['adventure', 'drama']",20766,en,The Road,"A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind and water. It is cold enough to crack stones, and, when the snow falls it is gray. The sky is dark. Their destination is the warmer south, although they don't know what, if anything, awaits them there.",41.075532,"['2929_productions', 'dimension_films', 'nick_wechsler_productions', 'chockstone_pictures']",['us'],2009-11-25,27635305,111.0,['en'],The Road,6.8
1932,25000000,"['action', 'adventure', 'comedy', 'fantasy', 'science_fiction']",24264,en,Sheena,"Sheena's white parents are killed while on Safari. She is raised by the mystical witch woman of an African tribe. When her foster mother is framed for the murder of a political leader, Sheena and a newsman, Vic Casey are forced to flee while pursued by the mercenaries hired by the real killer, who hopes to assume power. Sheena's ability to talk to the animals and knowledge of jungle lore give them a chance against the high tech weapons of the mercenaries.",4.020194,"['columbia_pictures_corporation', 'delphi_ii_productions', 'colgems_productions_ltd.']",[''],1984-08-17,5778353,117.0,['en'],Sheena,5.0
1933,0,"['action', 'comedy']",19803,en,Underclassman,A young detective goes undercover at an elite private school to destroy an international stolen car ring.,2.083856,['miramax_films'],['us'],2005-09-02,0,95.0,['en'],Underclassman,5.5
1934,25000000,"['comedy', 'romance']",20309,en,Say It Isn't So,"Boy meets girl; boy falls in love (and had wild, non-stop sex) with girl; boy loses girl... when they discover they are brother and sister! But when he learns that he's the victim of the ultimate case of mistaken identity, the lovesick young man -- whom everyone still thinks is after some taboo thrills -- must race across the country to stop her from marrying another man.",2.909346,"['twentieth_century_fox_film_corporation', 'conundrum_entertainment', ""say_it_isn't_so_productions""]",['us'],2001-03-12,0,95.0,['en'],Say It Isn't So,4.8
1935,25000000,['drama'],9912,en,The World's Fastest Indian,"The life story of New Zealander Burt Munro, who spent years building a 1920 Indian motorcycle -- a bike which helped him set the land-speed world record at Utah's Bonneville Salt Flats in 1967.",8.450513,"['new_zealand_film_commission', '2929_productions', 'olc_/_rights_entertainment', 'tanlay', 'new_zealand_film_production_fund', '3_dogs_and_a_pony', 'park_road_post', 'wfi_productions_ltd.']","['nz', 'ch', 'jp', 'us']",2005-10-12,0,127.0,"['en', 'fr', 'ru']",The World's Fastest Indian,7.3
1936,25000000,"['action', 'comedy', 'fantasy', 'science_fiction']",9067,en,Tank Girl,"Based on the British cult comic-strip, our tank-riding anti-heroine fights a mega-corporation, which controls the world's water supply.",8.186936,['trilogy_entertainment_group'],['us'],1995-03-31,4064495,98.0,['en'],Tank Girl,5.5
1937,0,"['comedy', 'crime']",27360,en,King's Ransom,"Hoping to foil his own gold-digging wife's plan, a loathsome businessman arranges his own kidnapping, only to realize that there are plenty of other people interested in his wealth as well.",5.079017,[''],"['ca', 'us']",2005-04-22,0,95.0,['en'],King's Ransom,5.1
1938,25000000,"['drama', 'mystery', 'science_fiction', 'thriller']",8338,en,Blindness,"When a sudden plague of blindness devastates a city, a small group of the afflicted band together to triumphantly overcome the horrific conditions of their imposed quarantine.",17.603823,"['rhombus_media', 'o2_filmes', 't\\u00e9l\\u00e9film_canada', 'bee_vine_pictures', 'alliance_films', 'asmik_ace_entertainment', 'gaga', 'fox_filmes_do_brasil', 'ancine', 'bndes', 'cinema_investment', 'corus_entertainment', 'movie_central_network']","['br', 'ca', 'jp']",2008-05-14,19844979,121.0,"['ja', 'en']",Blindness,6.4
1939,25000000,"['action', 'adventure', 'fantasy', 'horror']",168705,en,BloodRayne,"In eighteenth century Romania, Rayne, a dhampir (half-human, half-vampire), prone to fits of blind blood rage but saddled with a compunction for humans, strives to avenge her mother's rape by her father, Kagan, King of Vampires. Two vampire hunters, Sebastian and Vladimir, from the Brimstone Society persuade her to join their cause.",7.008216,['boll_kg'],['us'],2005-10-22,2405420,95.0,"['en', 'pt']",BloodRayne,3.5
1940,25000000,"['comedy', 'drama']",72113,en,Carnage,"After 11-year-old Zachary Cowan strikes his classmate across the face with a stick after an argument, the victim's parents invite Zachary's parents to their Brooklyn apartment to deal with the incident in a civilized manner.",20.011435,"['wild_bunch', 'zanagar_films', 'canal+', 'constantin_film_produktion', 'cin\\u00e9cin\\u00e9ma', 'vers\\u00e1til_cinema', 'sbs_productions', 'polski_instytut_sztuki_filmowej', 'france_t\\u00e9l\\u00e9visions', 'france_2_cin\\u00e9ma', 'spi_film_studio']","['es', 'fr', 'de', 'pl']",2011-09-16,27603069,80.0,['en'],Carnage,7.0
1941,25000000,"['drama', 'mystery', 'thriller']",9729,en,Where the Truth Lies,An ambitious reporter probes the reasons behind the sudden split of a 1950s comedy team.,4.051221,['serendipity_point_films'],['us'],2005-10-07,0,107.0,['en'],Where the Truth Lies,5.9
1942,0,"['fantasy', 'family']",94352,en,Cirque du Soleil: Worlds Away,"An original story featuring performances by Cirque du Soleil. A young woman is entranced by an Aerialist. When they fall into the dreamlike world of Cirque du Soleil and are separated, they travel through the different tent worlds trying to find each other.",5.987486,['reel_fx_creative_studios'],['us'],2012-11-09,34153101,91.0,['en'],Cirque du Soleil: Worlds Away,6.1
1943,25000000,['drama'],22256,en,Without Limits,"The film follows the life of famous 1970s runner Steve Prefontaine from his youth days in Oregon to the University of Oregon where he worked with the legendary coach Bill Bowerman, later to Olympics in Munich and his early death at 24 in a car crash.",3.849873,"['cruise/wagner_productions', 'warner_bros.']",['us'],1998-09-11,777423,117.0,['en'],Without Limits,6.2
1944,25000000,"['comedy', 'drama', 'romance']",12404,en,Me and Orson Welles,"New York, 1937. A teenager hired to star in Orson Welles' production of Julius Caesar becomes attracted to a career-driven production assistant.",3.593165,"['isle_of_man_film', 'freestyle_releasing', 'cinemanx']",['us'],2009-11-25,2336172,114.0,['en'],Me and Orson Welles,6.6
1945,13500000,"['drama', 'romance', 'crime', 'mystery']",152742,en,La migliore offerta,"Virgil Oldman is a world renowned antiques expert and auctioneer. An eccentric genius, he leads a solitary life, going to extreme lengths to keep his distance from the messiness of human relationships. When appointed by the beautiful but emotionally damaged Claire to oversee the valuation and sale of her family’s priceless art collection, Virgil allows himself to form an attachment to her – and soon he is engulfed by a passion which will rock his bland existence to the core.",30.058263,"['paco_cinematografica', 'warner_bros.', 'regione_lazio', 'business_location_sudtirol_alto_adige', 'friuli_venezia_giulia_film_commission', 'unicredit_group']",['it'],2013-01-01,19255873,124.0,['en'],The Best Offer,7.7
1946,25000000,"['drama', 'crime']",11699,en,The Bad Lieutenant: Port of Call - New Orleans,"Terrence McDonagh, a New Orleans Police sergeant, who starts out as a good cop, receiving a medal and a promotion to lieutenant for heroism during Hurricane Katrina. During his heroic act, McDonagh injures his back and later becomes addicted to prescription pain medication. McDonagh finds himself involved with a drug dealer who is suspected of murdering a family of African immigrants.",17.339852,"['saturn_films', 'nu_image_films', 'edward_r._pressman_film', 'millennium_films', 'polsky_films', 'osiris_productions', 'lieutenant_productions']",['us'],2009-09-11,10589102,122.0,"['es', 'en']",The Bad Lieutenant: Port of Call - New Orleans,6.0
